Behavior,Timestamp,Together,Note,Date,Activity_Type
Eating,2025-11-11 08:59:58.703000+00:00,Yes,No note provided,2025-11-11,Shared
Resting,2025-11-11 10:24:32.583000+00:00,No,No note provided,2025-11-11,Solo
Eating,2025-11-11 11:53:30.437000+00:00,No,No note provided,2025-11-11,Solo
Cuddling,2025-11-11 16:34:31.182000+00:00,Yes,No note provided,2025-11-11,Shared
Alert,2025-11-11 17:56:01.655000+00:00,Yes,Waiting for food,2025-11-11,Shared
Eating,2025-11-11 19:35:12.949000+00:00,No,No note provided,2025-11-11,Solo
Eating,2025-11-11 20:12:32.922000+00:00,Yes,No note provided,2025-11-11,Shared
Cuddling,2025-11-11 21:38:58.658000+00:00,Yes,No note provided,2025-11-11,Shared
Eating,2025-11-11 22:13:06.198000+00:00,Yes,No note provided,2025-11-11,Shared
Cuddling,2025-11-12 08:13:28.526000+00:00,Yes,No note provided,2025-11-12,Shared
Eating,2025-11-12 09:29:10.991000+00:00,Yes,No note provided,2025-11-12,Shared
Eating,2025-11-12 11:07:51.877000+00:00,No,No note provided,2025-11-12,Solo
Eating,2025-11-12 12:08:57.911000+00:00,No,No note provided,2025-11-12,Solo
Resting,2025-11-12 17:52:01.040000+00:00,Yes,No note provided,2025-11-12,Shared
Playing,2025-11-12 18:02:17.702000+00:00,Yes,No note provided,2025-11-12,Shared
Exploring,2025-11-12 19:15:33.090000+00:00,Yes,No note provided,2025-11-12,Shared
Grooming,2025-11-12 20:04:39.299000+00:00,Yes,No note provided,2025-11-12,Shared
Eating,2025-11-12 20:44:54.169000+00:00,Yes,No note provided,2025-11-12,Shared
Exploring,2025-11-12 23:04:58.868000+00:00,Yes,No note provided,2025-11-12,Shared
Eating,2025-11-13 07:51:33.746000+00:00,Yes,No note provided,2025-11-13,Shared
Eating,2025-11-13 09:35:18.791000+00:00,No,No note provided,2025-11-13,Solo
Hiding,2025-11-13 12:38:08.715000+00:00,No,No note provided,2025-11-13,Solo
Playing,2025-11-13 14:56:58.899000+00:00,Yes,No note provided,2025-11-13,Shared
Exploring,2025-11-13 17:30:07.027000+00:00,No,No note provided,2025-11-13,Solo
Eating,2025-11-13 20:10:26.174000+00:00,Yes,No note provided,2025-11-13,Shared
Grooming,2025-11-13 21:36:05.924000+00:00,Yes,No note provided,2025-11-13,Shared
Eating,2025-11-13 23:09:33.480000+00:00,No,No note provided,2025-11-13,Solo
Running,2025-11-14 07:20:51.916000+00:00,Yes,No note provided,2025-11-14,Shared
Eating,2025-11-14 07:57:20.850000+00:00,Yes,No note provided,2025-11-14,Shared
Interacting,2025-11-14 08:57:55.102000+00:00,No,No note provided,2025-11-14,Solo
Eating,2025-11-14 09:23:56.395000+00:00,Yes,No note provided,2025-11-14,Shared
Cuddling,2025-11-14 18:00:22.128000+00:00,Yes,No note provided,2025-11-14,Shared
Eating,2025-11-14 20:06:38.444000+00:00,Yes,No note provided,2025-11-14,Shared
Eating,2025-11-14 22:19:08.841000+00:00,No,No note provided,2025-11-14,Solo
Eating,2025-11-15 08:15:40.980000+00:00,Yes,No note provided,2025-11-15,Shared
Eating,2025-11-15 09:15:13.109000+00:00,No,No note provided,2025-11-15,Solo
Eating,2025-11-15 11:01:40.541000+00:00,No,No note provided,2025-11-15,Solo
Eating,2025-11-15 11:01:40.771000+00:00,No,No note provided,2025-11-15,Solo
Resting,2025-11-15 14:16:36.723000+00:00,No,No note provided,2025-11-15,Solo
Interacting,2025-11-15 16:48:36.335000+00:00,Yes,No note provided,2025-11-15,Shared
Cuddling,2025-11-15 20:16:42.353000+00:00,Yes,No note provided,2025-11-15,Shared
Eating,2025-11-15 22:43:37.777000+00:00,No,No note provided,2025-11-15,Solo
Eating,2025-11-16 00:15:50.593000+00:00,No,No note provided,2025-11-16,Solo
Alert,2025-11-16 10:02:43.456000+00:00,Yes,No note provided,2025-11-16,Shared
Eating,2025-11-16 11:44:59.921000+00:00,Yes,No note provided,2025-11-16,Shared
Resting,2025-11-16 13:16:08.689000+00:00,No,No note provided,2025-11-16,Solo
Eating,2025-11-16 14:49:26.876000+00:00,Yes,No note provided,2025-11-16,Shared
Alert,2025-11-16 15:47:17.358000+00:00,Yes,No note provided,2025-11-16,Shared
Interacting,2025-11-16 18:47:18.266000+00:00,Yes,No note provided,2025-11-16,Shared
Eating,2025-11-16 20:16:14.265000+00:00,Yes,No note provided,2025-11-16,Shared
Cuddling,2025-11-16 22:17:17.636000+00:00,Yes,No note provided,2025-11-16,Shared
Eating,2025-11-17 06:58:03.742000+00:00,Yes,No note provided,2025-11-17,Shared
Eating,2025-11-17 08:52:49.145000+00:00,Yes,No note provided,2025-11-17,Shared
Eating,2025-11-17 11:08:37.080000+00:00,No,No note provided,2025-11-17,Solo
Resting,2025-11-17 14:18:18.948000+00:00,No,No note provided,2025-11-17,Solo
Cuddling,2025-11-17 15:53:41.347000+00:00,Yes,No note provided,2025-11-17,Shared
Playing,2025-11-17 15:56:25.886000+00:00,Yes,Male is humping,2025-11-17,Shared
Eating,2025-11-17 16:05:52.392000+00:00,Yes,No note provided,2025-11-17,Shared
Eating,2025-11-17 16:58:26.550000+00:00,Yes,No note provided,2025-11-17,Shared
Interacting,2025-11-17 18:43:21.572000+00:00,Yes,No note provided,2025-11-17,Shared
Eating,2025-11-17 20:08:33.999000+00:00,Yes,No note provided,2025-11-17,Shared
Eating,2025-11-17 21:39:04.475000+00:00,No,No note provided,2025-11-17,Solo
Eating,2025-11-18 08:13:43.593000+00:00,Yes,No note provided,2025-11-18,Shared
Eating,2025-11-18 09:06:15.373000+00:00,Yes,Drinking,2025-11-18,Shared
Hiding,2025-11-18 10:00:24.179000+00:00,Yes,No note provided,2025-11-18,Shared
Eating,2025-11-18 10:19:57.932000+00:00,No,No note provided,2025-11-18,Solo
Grooming,2025-11-18 11:02:27.447000+00:00,No,No note provided,2025-11-18,Solo
Grooming,2025-11-18 13:23:42.873000+00:00,No,No note provided,2025-11-18,Solo
Playing,2025-11-18 15:16:11.784000+00:00,Yes,No note provided,2025-11-18,Shared
Resting,2025-11-18 16:22:28.941000+00:00,Yes,No note provided,2025-11-18,Shared
Cuddling,2025-11-18 18:24:47.908000+00:00,Yes,No note provided,2025-11-18,Shared
Grooming,2025-11-18 18:55:53.592000+00:00,Yes,No note provided,2025-11-18,Shared
Cuddling,2025-11-18 19:33:48.811000+00:00,Yes,No note provided,2025-11-18,Shared
Eating,2025-11-18 21:09:46.065000+00:00,Yes,No note provided,2025-11-18,Shared
Cuddling,2025-11-18 22:28:31.852000+00:00,Yes,No note provided,2025-11-18,Shared
Playing,2025-11-19 08:36:52.452000+00:00,Yes,No note provided,2025-11-19,Shared
Eating,2025-11-19 10:08:06.541000+00:00,Yes,No note provided,2025-11-19,Shared
Resting,2025-11-19 12:40:42.988000+00:00,No,No note provided,2025-11-19,Solo
Resting,2025-11-19 14:11:36.764000+00:00,No,No note provided,2025-11-19,Solo
Exploring,2025-11-19 15:59:43.277000+00:00,No,No note provided,2025-11-19,Solo
Eating,2025-11-19 16:51:10.184000+00:00,Yes,No note provided,2025-11-19,Shared
Exploring,2025-11-19 17:48:00.581000+00:00,No,No note provided,2025-11-19,Solo
Cuddling,2025-11-19 19:55:12.493000+00:00,Yes,No note provided,2025-11-19,Shared
Eating,2025-11-19 22:23:42.968000+00:00,No,No note provided,2025-11-19,Solo
Cuddling,2025-11-20 06:13:11.110000+00:00,Yes,No note provided,2025-11-20,Shared
Alert,2025-11-20 07:22:24.352000+00:00,Yes,Waiting for breakfast,2025-11-20,Shared
Eating,2025-11-20 09:47:14.774000+00:00,No,No note provided,2025-11-20,Solo
Hiding,2025-11-20 10:40:32.426000+00:00,No,No note provided,2025-11-20,Solo
Exploring,2025-11-20 12:29:36.429000+00:00,No,No note provided,2025-11-20,Solo
Grooming,2025-11-20 17:48:36.610000+00:00,No,No note provided,2025-11-20,Solo
Resting,2025-11-20 19:02:06.138000+00:00,No,No note provided,2025-11-20,Solo
Running,2025-11-20 22:45:37.103000+00:00,Yes,No note provided,2025-11-20,Shared
Interacting,2025-11-21 07:57:10.755000+00:00,No,No note provided,2025-11-21,Solo
Eating,2025-11-21 08:33:27.032000+00:00,No,No note provided,2025-11-21,Solo
Eating,2025-11-21 09:23:57.824000+00:00,No,No note provided,2025-11-21,Solo
Eating,2025-11-21 09:40:12.873000+00:00,Yes,No note provided,2025-11-21,Shared
Eating,2025-11-21 09:47:33.297000+00:00,No,No note provided,2025-11-21,Solo
Grooming,2025-11-21 10:01:18.140000+00:00,Yes,No note provided,2025-11-21,Shared
Hiding,2025-11-21 10:41:54.693000+00:00,Yes,No note provided,2025-11-21,Shared
Running,2025-11-21 12:54:56.720000+00:00,No,No note provided,2025-11-21,Solo
Eating,2025-11-21 20:12:09.702000+00:00,Yes,No note provided,2025-11-21,Shared
Cuddling,2025-11-21 21:32:15.295000+00:00,Yes,No note provided,2025-11-21,Shared
Eating,2025-11-21 22:24:50.364000+00:00,No,No note provided,2025-11-21,Solo
Eating,2025-11-22 07:55:12.567000+00:00,Yes,No note provided,2025-11-22,Shared
Eating,2025-11-22 07:55:19.150000+00:00,Yes,No note provided,2025-11-22,Shared
Eating,2025-11-22 09:21:41.138000+00:00,No,No note provided,2025-11-22,Solo
Resting,2025-11-22 11:02:21.826000+00:00,No,No note provided,2025-11-22,Solo
Resting,2025-11-22 13:28:36.725000+00:00,No,No note provided,2025-11-22,Solo
Hiding,2025-11-22 14:46:05.698000+00:00,No,No note provided,2025-11-22,Solo
Cuddling,2025-11-22 17:06:37.925000+00:00,Yes,No note provided,2025-11-22,Shared
Cuddling,2025-11-22 18:22:13.525000+00:00,Yes,No note provided,2025-11-22,Shared
Cuddling,2025-11-22 21:52:30.418000+00:00,Yes,No note provided,2025-11-22,Shared
Eating,2025-11-23 00:35:33.682000+00:00,No,No note provided,2025-11-23,Solo
Exploring,2025-11-23 10:21:17.412000+00:00,No,No note provided,2025-11-23,Solo
Cuddling,2025-11-23 14:39:25.317000+00:00,Yes,No note provided,2025-11-23,Shared
Resting,2025-11-23 16:14:26.712000+00:00,No,No note provided,2025-11-23,Solo
Exploring,2025-11-23 17:10:36.569000+00:00,No,No note provided,2025-11-23,Solo
Eating,2025-11-23 18:08:50.420000+00:00,Yes,No note provided,2025-11-23,Shared
Cuddling,2025-11-23 19:05:21.218000+00:00,Yes,No note provided,2025-11-23,Shared
Cuddling,2025-11-23 20:53:04.966000+00:00,Yes,No note provided,2025-11-23,Shared
Eating,2025-11-23 22:24:26.190000+00:00,Yes,No note provided,2025-11-23,Shared
Cuddling,2025-11-24 08:32:09.361000+00:00,Yes,No note provided,2025-11-24,Shared
Eating,2025-11-24 09:46:03.984000+00:00,No,No note provided,2025-11-24,Solo
Resting,2025-11-24 11:35:49.975000+00:00,No,No note provided,2025-11-24,Solo
Flopping,2025-11-24 12:57:43.295000+00:00,No,No note provided,2025-11-24,Solo
Resting,2025-11-24 14:10:03.066000+00:00,No,No note provided,2025-11-24,Solo
Resting,2025-11-24 18:48:49.210000+00:00,No,No note provided,2025-11-24,Solo
Cuddling,2025-11-24 21:01:54.264000+00:00,Yes,No note provided,2025-11-24,Shared
Cuddling,2025-11-25 07:10:18.873000+00:00,Yes,No note provided,2025-11-25,Shared
Eating,2025-11-25 08:10:45.010000+00:00,Yes,No note provided,2025-11-25,Shared
Eating,2025-11-25 09:04:51.515000+00:00,Yes,No note provided,2025-11-25,Shared
Hiding,2025-11-25 11:07:03.948000+00:00,No,No note provided,2025-11-25,Solo
Hiding,2025-11-25 15:17:13.346000+00:00,No,No note provided,2025-11-25,Solo
Playing,2025-11-25 20:21:28.237000+00:00,Yes,No note provided,2025-11-25,Shared
Cuddling,2025-11-25 20:31:30.265000+00:00,Yes,No note provided,2025-11-25,Shared
Resting,2025-11-25 21:40:04.496000+00:00,No,No note provided,2025-11-25,Solo
Playing,2025-11-26 09:12:25.324000+00:00,Yes,No note provided,2025-11-26,Shared
Eating,2025-11-26 10:32:56.192000+00:00,No,No note provided,2025-11-26,Solo
Cuddling,2025-11-26 14:18:41.503000+00:00,Yes,No note provided,2025-11-26,Shared
Hiding,2025-11-26 15:34:25.665000+00:00,No,No note provided,2025-11-26,Solo
Exploring,2025-11-26 17:23:16.156000+00:00,No,No note provided,2025-11-26,Solo
Resting,2025-11-26 17:40:46.210000+00:00,Yes,No note provided,2025-11-26,Shared
Grooming,2025-11-26 21:01:52.573000+00:00,Yes,No note provided,2025-11-26,Shared
Resting,2025-11-26 22:56:19.198000+00:00,No,No note provided,2025-11-26,Solo
Resting,2025-11-27 08:37:37.634000+00:00,No,No note provided,2025-11-27,Solo
Hiding,2025-11-27 10:59:51.759000+00:00,No,No note provided,2025-11-27,Solo
Resting,2025-11-27 12:26:38.499000+00:00,No,No note provided,2025-11-27,Solo
Resting,2025-11-27 14:02:46.679000+00:00,No,No note provided,2025-11-27,Solo
Resting,2025-11-27 16:06:53.536000+00:00,No,No note provided,2025-11-27,Solo
Eating,2025-11-27 17:01:34.809000+00:00,Yes,No note provided,2025-11-27,Shared
Resting,2025-11-27 18:07:06.109000+00:00,No,No note provided,2025-11-27,Solo
Eating,2025-11-27 18:55:13.682000+00:00,No,No note provided,2025-11-27,Solo
Eating,2025-11-27 19:38:41.251000+00:00,Yes,No note provided,2025-11-27,Shared
Jumping,2025-11-27 20:21:56.866000+00:00,Yes,No note provided,2025-11-27,Shared
Resting,2025-11-27 23:05:56.611000+00:00,No,No note provided,2025-11-27,Solo
Resting,2025-11-28 07:21:40.211000+00:00,No,No note provided,2025-11-28,Solo
Grooming,2025-11-28 07:56:09.879000+00:00,Yes,No note provided,2025-11-28,Shared
Eating,2025-11-28 08:36:23.586000+00:00,Yes,No note provided,2025-11-28,Shared
Eating,2025-11-28 09:33:17.700000+00:00,Yes,No note provided,2025-11-28,Shared
Resting,2025-11-28 12:55:40.884000+00:00,No,No note provided,2025-11-28,Solo
Resting,2025-11-28 19:53:04.346000+00:00,No,No note provided,2025-11-28,Solo
Jumping,2025-11-28 20:55:37.806000+00:00,Yes,No note provided,2025-11-28,Shared
Cuddling,2025-11-29 08:16:41.488000+00:00,Yes,No note provided,2025-11-29,Shared
Cuddling,2025-11-29 10:53:31.921000+00:00,Yes,No note provided,2025-11-29,Shared
Resting,2025-11-29 11:35:21.244000+00:00,No,No note provided,2025-11-29,Solo
Playing,2025-11-29 14:34:00.005000+00:00,Yes,No note provided,2025-11-29,Shared
Alert,2025-11-29 16:38:33.872000+00:00,Yes,They heard someone come home with shopping bags,2025-11-29,Shared
Running,2025-11-29 18:37:11.139000+00:00,Yes,No note provided,2025-11-29,Shared
Playing,2025-11-29 19:44:08.434000+00:00,Yes,No note provided,2025-11-29,Shared
Eating,2025-11-29 23:03:21.151000+00:00,No,No note provided,2025-11-29,Solo
Eating,2025-11-30 11:58:23.221000+00:00,No,No note provided,2025-11-30,Solo
Resting,2025-11-30 14:24:15.612000+00:00,No,No note provided,2025-11-30,Solo
Exploring,2025-11-30 16:19:32.046000+00:00,Yes,No note provided,2025-11-30,Shared
Alert,2025-11-30 18:07:17.389000+00:00,Yes,They heard the shopping delivery arrive,2025-11-30,Shared
Interacting,2025-11-30 18:44:49.675000+00:00,No,No note provided,2025-11-30,Solo
Resting,2025-11-30 22:32:26.155000+00:00,No,No note provided,2025-11-30,Solo
Cuddling,2025-12-01 09:15:23.788000+00:00,Yes,No note provided,2025-12-01,Shared
Playing,2025-12-01 10:46:37.974000+00:00,Yes,No note provided,2025-12-01,Shared
Exploring,2025-12-01 11:40:46.581000+00:00,No,No note provided,2025-12-01,Solo
Hiding,2025-12-01 15:13:41.255000+00:00,No,No note provided,2025-12-01,Solo
Flopping,2025-12-01 15:59:26.482000+00:00,No,No note provided,2025-12-01,Solo
Playing,2025-12-01 16:03:51.515000+00:00,Yes,No note provided,2025-12-01,Shared
Playing,2025-12-01 18:01:39.172000+00:00,Yes,No note provided,2025-12-01,Shared
Alert,2025-12-01 18:44:38.310000+00:00,Yes,They heard someone in the kitchen,2025-12-01,Shared
Cuddling,2025-12-01 20:49:27.406000+00:00,Yes,No note provided,2025-12-01,Shared
Playing,2025-12-01 23:25:42.723000+00:00,Yes,No note provided,2025-12-01,Shared
Cuddling,2025-12-02 07:56:27.459000+00:00,Yes,No note provided,2025-12-02,Shared
Eating,2025-12-02 09:08:14.379000+00:00,Yes,No note provided,2025-12-02,Shared
Hiding,2025-12-02 11:37:47.950000+00:00,No,No note provided,2025-12-02,Solo
Resting,2025-12-02 13:13:56.218000+00:00,Yes,No note provided,2025-12-02,Shared
Resting,2025-12-02 16:04:49.251000+00:00,Yes,No note provided,2025-12-02,Shared
Cuddling,2025-12-02 17:49:28.330000+00:00,Yes,No note provided,2025-12-02,Shared
Interacting,2025-12-02 19:00:14.542000+00:00,No,No note provided,2025-12-02,Solo
Cuddling,2025-12-02 19:35:33.191000+00:00,Yes,No note provided,2025-12-02,Shared
Eating,2025-12-02 21:33:47.406000+00:00,Yes,No note provided,2025-12-02,Shared
Interacting,2025-12-02 22:38:51.679000+00:00,Yes,No note provided,2025-12-02,Shared
Playing,2025-12-03 09:49:46.170000+00:00,Yes,No note provided,2025-12-03,Shared
Eating,2025-12-03 11:07:31.359000+00:00,No,No note provided,2025-12-03,Solo
Resting,2025-12-03 13:35:03.853000+00:00,No,No note provided,2025-12-03,Solo
Playing,2025-12-03 17:46:12.574000+00:00,Yes,No note provided,2025-12-03,Shared
Interacting,2025-12-03 19:30:10.952000+00:00,Yes,No note provided,2025-12-03,Shared
Eating,2025-12-03 20:06:31.724000+00:00,No,No note provided,2025-12-03,Solo
Playing,2025-12-03 20:09:13.692000+00:00,Yes,The male is humping the female,2025-12-03,Shared
Playing,2025-12-03 22:35:26.972000+00:00,Yes,No note provided,2025-12-03,Shared
Interacting,2025-12-04 07:21:31.490000+00:00,Yes,No note provided,2025-12-04,Shared
Cuddling,2025-12-04 08:19:30.406000+00:00,Yes,No note provided,2025-12-04,Shared
Cuddling,2025-12-04 09:41:37.521000+00:00,Yes,No note provided,2025-12-04,Shared
Playing,2025-12-04 11:07:44.544000+00:00,Yes,No note provided,2025-12-04,Shared
Resting,2025-12-04 13:35:33.337000+00:00,No,No note provided,2025-12-04,Solo
Playing,2025-12-04 18:02:23.347000+00:00,Yes,No note provided,2025-12-04,Shared
Cuddling,2025-12-04 19:53:52.732000+00:00,Yes,No note provided,2025-12-04,Shared
Playing,2025-12-04 21:07:48.879000+00:00,Yes,No note provided,2025-12-04,Shared
Eating,2025-12-05 09:21:09.634000+00:00,Yes,No note provided,2025-12-05,Shared
Eating,2025-12-05 10:58:24.786000+00:00,No,No note provided,2025-12-05,Solo
Grooming,2025-12-05 11:34:49.891000+00:00,No,No note provided,2025-12-05,Solo
Alert,2025-12-05 16:31:09.259000+00:00,Yes,They heard someone come hoe with shopping bags,2025-12-05,Shared
Cuddling,2025-12-05 19:54:23.167000+00:00,Yes,No note provided,2025-12-05,Shared
Eating,2025-12-05 20:14:51.207000+00:00,Yes,Drinking,2025-12-05,Shared
Resting,2025-12-05 22:13:01.653000+00:00,No,No note provided,2025-12-05,Solo
Exploring,2025-12-06 00:10:44.086000+00:00,No,No note provided,2025-12-06,Solo
Cuddling,2025-12-06 09:51:30.464000+00:00,Yes,No note provided,2025-12-06,Shared
Resting,2025-12-06 12:37:46.905000+00:00,No,No note provided,2025-12-06,Solo
Alert,2025-12-06 14:03:02.401000+00:00,Yes,They heard someone open the fridge door,2025-12-06,Shared
Hiding,2025-12-06 15:26:29.236000+00:00,No,No note provided,2025-12-06,Solo
Playing,2025-12-06 16:59:12.572000+00:00,Yes,No note provided,2025-12-06,Shared
Playing,2025-12-06 17:43:25.461000+00:00,Yes,No note provided,2025-12-06,Shared
Running,2025-12-06 19:05:09.051000+00:00,Yes,No note provided,2025-12-06,Shared
Cuddling,2025-12-06 20:46:23.445000+00:00,Yes,No note provided,2025-12-06,Shared
Resting,2025-12-06 23:13:51.132000+00:00,No,No note provided,2025-12-06,Solo
Exploring,2025-12-07 09:46:31.608000+00:00,No,No note provided,2025-12-07,Solo
Resting,2025-12-07 11:34:16.531000+00:00,No,No note provided,2025-12-07,Solo
Resting,2025-12-07 12:38:20.252000+00:00,No,No note provided,2025-12-07,Solo
Playing,2025-12-07 15:08:54.561000+00:00,Yes,No note provided,2025-12-07,Shared
Alert,2025-12-07 15:23:29.022000+00:00,Yes,They could hear someone in the kitchen,2025-12-07,Shared
Eating,2025-12-07 16:21:50.519000+00:00,Yes,No note provided,2025-12-07,Shared
Cuddling,2025-12-07 18:41:02.124000+00:00,Yes,No note provided,2025-12-07,Shared
Eating,2025-12-07 20:33:52.188000+00:00,Yes,No note provided,2025-12-07,Shared
Exploring,2025-12-07 21:06:57.713000+00:00,No,No note provided,2025-12-07,Solo
Exploring,2025-12-07 23:19:18.770000+00:00,No,No note provided,2025-12-07,Solo
Alert,2025-12-08 10:18:06.007000+00:00,Yes,They wanted hay,2025-12-08,Shared
Exploring,2025-12-08 10:50:31.173000+00:00,Yes,No note provided,2025-12-08,Shared
Resting,2025-12-08 12:41:34.908000+00:00,No,No note provided,2025-12-08,Solo
Hiding,2025-12-08 15:38:26.901000+00:00,Yes,No note provided,2025-12-08,Shared
Resting,2025-12-08 18:21:38.715000+00:00,Yes,No note provided,2025-12-08,Shared
Cuddling,2025-12-08 19:31:07.143000+00:00,Yes,No note provided,2025-12-08,Shared
Eating,2025-12-08 20:04:18.979000+00:00,No,No note provided,2025-12-08,Solo
Eating,2025-12-08 20:21:34.528000+00:00,Yes,No note provided,2025-12-08,Shared
Exploring,2025-12-08 23:01:10.312000+00:00,No,No note provided,2025-12-08,Solo
Cuddling,2025-12-09 08:15:17.464000+00:00,Yes,No note provided,2025-12-09,Shared
Eating,2025-12-09 09:03:22.336000+00:00,Yes,No note provided,2025-12-09,Shared
Running,2025-12-09 09:43:00.628000+00:00,Yes,No note provided,2025-12-09,Shared
Eating,2025-12-09 10:27:37.407000+00:00,Yes,No note provided,2025-12-09,Shared
Playing,2025-12-09 11:07:03.879000+00:00,No,No note provided,2025-12-09,Solo
Resting,2025-12-09 12:38:44.797000+00:00,No,No note provided,2025-12-09,Solo
Hiding,2025-12-09 15:03:56.157000+00:00,Yes,No note provided,2025-12-09,Shared
Grooming,2025-12-09 16:00:55.854000+00:00,Yes,No note provided,2025-12-09,Shared
Grooming,2025-12-09 17:36:38.254000+00:00,Yes,No note provided,2025-12-09,Shared
Cuddling,2025-12-09 18:58:34.853000+00:00,Yes,No note provided,2025-12-09,Shared
Running,2025-12-09 20:35:37.259000+00:00,No,No note provided,2025-12-09,Solo
Exploring,2025-12-09 22:26:53.968000+00:00,No,No note provided,2025-12-09,Solo
Cuddling,2025-12-10 09:46:05.756000+00:00,Yes,No note provided,2025-12-10,Shared
Chewing,2025-12-10 11:15:25.475000+00:00,No,No note provided,2025-12-10,Solo
Eating,2025-12-10 11:38:19.485000+00:00,No,No note provided,2025-12-10,Solo
Hiding,2025-12-10 14:50:48.382000+00:00,No,No note provided,2025-12-10,Solo
Hiding,2025-12-10 16:12:42.416000+00:00,No,No note provided,2025-12-10,Solo
Alert,2025-12-10 18:37:42.585000+00:00,No,No note provided,2025-12-10,Solo
Alert,2025-12-10 18:38:03.060000+00:00,Yes,They heard someone in the kitchen,2025-12-10,Shared
Alert,2025-12-10 18:38:04.940000+00:00,Yes,No note provided,2025-12-10,Shared
Cuddling,2025-12-10 20:10:31.540000+00:00,Yes,No note provided,2025-12-10,Shared
Eating,2025-12-10 21:31:31.422000+00:00,No,No note provided,2025-12-10,Solo
Cuddling,2025-12-11 07:09:54.205000+00:00,Yes,No note provided,2025-12-11,Shared
Interacting,2025-12-11 08:22:24.599000+00:00,Yes,No note provided,2025-12-11,Shared
Exploring,2025-12-11 09:27:28.109000+00:00,No,No note provided,2025-12-11,Solo
Resting,2025-12-11 13:27:27.924000+00:00,No,No note provided,2025-12-11,Solo
Hiding,2025-12-11 15:13:39.251000+00:00,No,No note provided,2025-12-11,Solo
Cuddling,2025-12-11 18:25:41.833000+00:00,Yes,No note provided,2025-12-11,Shared
Eating,2025-12-11 19:30:13.128000+00:00,Yes,No note provided,2025-12-11,Shared
Running,2025-12-11 20:17:00.690000+00:00,No,No note provided,2025-12-11,Solo
Cuddling,2025-12-11 20:46:31.979000+00:00,Yes,No note provided,2025-12-11,Shared
Eating,2025-12-11 23:02:59.649000+00:00,No,No note provided,2025-12-11,Solo
Alert,2025-12-12 07:19:07.009000+00:00,Yes,Waiting for breakfast,2025-12-12,Shared
Cuddling,2025-12-12 07:57:51.818000+00:00,Yes,No note provided,2025-12-12,Shared
Eating,2025-12-12 08:35:34.004000+00:00,No,No note provided,2025-12-12,Solo
Running,2025-12-12 09:22:43.512000+00:00,Yes,No note provided,2025-12-12,Shared
Cuddling,2025-12-12 19:46:27.740000+00:00,Yes,No note provided,2025-12-12,Shared
Exploring,2025-12-12 21:51:06.494000+00:00,No,No note provided,2025-12-12,Solo
Eating,2025-12-13 08:28:39.041000+00:00,Yes,No note provided,2025-12-13,Shared
Eating,2025-12-13 09:19:33.113000+00:00,Yes,No note provided,2025-12-13,Shared
Grooming,2025-12-13 09:30:53.380000+00:00,Yes,No note provided,2025-12-13,Shared
Resting,2025-12-13 11:22:44.352000+00:00,No,No note provided,2025-12-13,Solo
Resting,2025-12-13 11:22:44.577000+00:00,No,No note provided,2025-12-13,Solo
Resting,2025-12-13 13:53:20.558000+00:00,No,No note provided,2025-12-13,Solo
Exploring,2025-12-13 16:18:27.085000+00:00,No,No note provided,2025-12-13,Solo
Playing,2025-12-13 17:32:44.230000+00:00,Yes,No note provided,2025-12-13,Shared
Alert,2025-12-13 18:19:12.298000+00:00,Yes,They heard shopping being delivered,2025-12-13,Shared
Interacting,2025-12-13 20:17:14.718000+00:00,No,No note provided,2025-12-13,Solo
Cuddling,2025-12-13 20:59:22.032000+00:00,Yes,No note provided,2025-12-13,Shared
Resting,2025-12-13 23:49:03.189000+00:00,No,No note provided,2025-12-13,Solo
Resting,2025-12-14 01:58:11.054000+00:00,Yes,No note provided,2025-12-14,Shared
Grooming,2025-12-14 02:00:13.794000+00:00,Yes,No note provided,2025-12-14,Shared
Resting,2025-12-14 12:25:43.512000+00:00,Yes,No note provided,2025-12-14,Shared
Resting,2025-12-14 14:54:17.579000+00:00,Yes,No note provided,2025-12-14,Shared
Eating,2025-12-14 16:27:21.985000+00:00,Yes,No note provided,2025-12-14,Shared
Eating,2025-12-14 18:21:13.466000+00:00,No,No note provided,2025-12-14,Solo
Eating,2025-12-14 20:47:13.999000+00:00,Yes,No note provided,2025-12-14,Shared
Eating,2025-12-15 00:08:54.699000+00:00,No,No note provided,2025-12-15,Solo
Cuddling,2025-12-15 08:25:10.112000+00:00,Yes,No note provided,2025-12-15,Shared
Eating,2025-12-15 08:49:54.242000+00:00,Yes,No note provided,2025-12-15,Shared
Eating,2025-12-15 10:14:49.473000+00:00,No,No note provided,2025-12-15,Solo
Hiding,2025-12-15 11:04:52.783000+00:00,No,No note provided,2025-12-15,Solo
Hiding,2025-12-15 14:56:13.478000+00:00,No,No note provided,2025-12-15,Solo
Eating,2025-12-15 17:08:34.666000+00:00,No,No note provided,2025-12-15,Solo
Eating,2025-12-15 19:04:03.692000+00:00,Yes,No note provided,2025-12-15,Shared
Cuddling,2025-12-15 20:00:02.347000+00:00,Yes,No note provided,2025-12-15,Shared
Cuddling,2025-12-15 22:02:08.254000+00:00,Yes,No note provided,2025-12-15,Shared
Cuddling,2025-12-16 07:33:34.940000+00:00,Yes,No note provided,2025-12-16,Shared
Eating,2025-12-16 09:11:14.795000+00:00,No,No note provided,2025-12-16,Solo
